RequestID,Date,Time,IP,Protocol,Method,Scale,TileRow,TileColumn,URI,Status,Bytes,TimeTaken,Referer,UserAgent,Cookie,DateNumber
2173,9/3/2013,40:02.0,-,0,0,16,21481,40885,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/21481/40885,200,18608,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
2174,9/3/2013,40:02.0,-,0,0,17,40936,79043,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/40936/79043,200,19601,1,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2175,9/3/2013,40:02.0,-,0,0,16,25575,18872,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/25575/18872,200,17088,0,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/29.0.1547.57; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; MS-RTC LM 8; .NET4.0C; .NET4.0E),-,3
2176,9/3/2013,40:02.0,-,0,0,16,25575,18871,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/25575/18871,200,16536,0,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/29.0.1547.57; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; MS-RTC LM 8; .NET4.0C; .NET4.0E),-,3
2177,9/3/2013,40:02.0,-,0,0,16,25573,18873,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/25573/18873,200,20344,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/29.0.1547.57; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; MS-RTC LM 8; .NET4.0C; .NET4.0E),-,3
2178,9/3/2013,40:02.0,-,0,0,16,25575,18873,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/25575/18873,200,20488,0,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/29.0.1547.57; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; MS-RTC LM 8; .NET4.0C; .NET4.0E),-,3
2179,9/3/2013,40:02.0,-,0,0,16,25575,18874,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/25575/18874,200,16469,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/29.0.1547.57; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; MS-RTC LM 8; .NET4.0C; .NET4.0E),-,3
2180,9/3/2013,40:02.0,-,0,0,16,25573,18875,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/25573/18875,200,18177,4,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/29.0.1547.57; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; MS-RTC LM 8; .NET4.0C; .NET4.0E),-,3
2181,9/3/2013,40:24.0,-,0,0,15,10671,6162,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/10671/6162,200,12521,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; WOW64; GTB6.3; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; .NET4.0C; BRI/2),-,3
2182,9/3/2013,40:24.0,-,0,0,16,23858,13671,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/23858/13671,200,19944,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
2183,9/3/2013,40:24.0,-,0,0,16,23859,13670,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/23859/13670,200,19446,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
2184,9/3/2013,40:24.0,-,0,0,16,23860,13671,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/23860/13671,200,20201,1,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
2185,9/3/2013,40:24.0,-,0,0,16,23860,13670,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/23860/13670,200,21508,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
2186,9/3/2013,40:24.0,-,0,0,16,24641,19298,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24641/19298,200,7542,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
2187,9/3/2013,40:24.0,-,0,0,16,24643,19298,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24643/19298,200,21367,1,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
2188,9/3/2013,40:24.0,-,0,0,18,81282,163162,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/81282/163162,200,2821,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2189,9/3/2013,40:24.0,-,0,0,18,81280,163163,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/81280/163163,200,2821,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2190,9/3/2013,40:24.0,-,0,0,16,20720,39383,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/20720/39383,200,19628,1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",-,3
2191,9/3/2013,40:24.0,-,0,0,18,81280,163164,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/81280/163164,200,2821,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2192,9/3/2013,40:24.0,-,0,0,16,20720,39384,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/20720/39384,200,17961,1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",-,3
2193,9/3/2013,40:24.0,-,0,0,18,81282,163164,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/81282/163164,200,2821,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2194,9/3/2013,40:24.0,-,0,0,15,12967,7764,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12967/7764,200,22143,0,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; InfoPath.3; .NET4.0C; .NET4.0E; AskTbORJ/5.15.23.36191),-,3
2195,9/3/2013,40:24.0,-,0,0,15,12966,7764,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12966/7764,200,20480,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; InfoPath.3; .NET4.0C; .NET4.0E; AskTbORJ/5.15.23.36191),-,3
2196,9/3/2013,40:24.0,-,0,0,15,12966,7765,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12966/7765,200,18756,0,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; InfoPath.3; .NET4.0C; .NET4.0E; AskTbORJ/5.15.23.36191),-,3
2197,9/3/2013,40:24.0,-,0,0,15,12967,7765,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12967/7765,200,21316,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; InfoPath.3; .NET4.0C; .NET4.0E; AskTbORJ/5.15.23.36191),-,3
2198,9/3/2013,40:22.0,-,0,0,13,2975,1713,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/2975/1713,200,20927,2,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E),-,3
2199,9/3/2013,40:22.0,-,0,0,13,2974,1714,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/2974/1714,200,23033,3,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E),-,3
2200,9/3/2013,40:24.0,-,0,0,16,26755,54913,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/26755/54913,200,15029,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
2201,9/3/2013,40:24.0,-,0,0,19,197231,154215,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197231/154215,200,11075,0,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2202,9/3/2013,40:24.0,-,0,0,19,197231,154212,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197231/154212,200,11459,0,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2203,9/3/2013,40:24.0,-,0,0,19,197231,154214,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197231/154214,200,14816,0,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2204,9/3/2013,40:24.0,-,0,0,19,197231,154213,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197231/154213,200,12594,0,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2205,9/3/2013,40:24.0,-,0,0,19,197233,154214,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197233/154214,200,13969,1,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2206,9/3/2013,40:24.0,-,0,0,19,197231,154211,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197231/154211,200,11795,0,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2207,9/3/2013,40:24.0,-,0,0,19,197233,154210,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197233/154210,200,13825,1,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2208,9/3/2013,40:24.0,-,0,0,19,197233,154212,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197233/154212,200,12201,0,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2209,9/3/2013,40:24.0,-,0,0,19,197233,154211,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197233/154211,200,14882,1,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2210,9/3/2013,40:24.0,-,0,0,19,197231,154210,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/197231/154210,200,12441,0,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2211,9/3/2013,40:21.0,-,0,0,18,94049,145518,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/94049/145518,200,2821,1,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E),-,3
2212,9/3/2013,40:21.0,-,0,0,19,198011,152832,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/198011/152832,200,11114,1,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2213,9/3/2013,40:21.0,-,0,0,11,758,496,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/11/758/496,200,16580,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
2214,9/3/2013,40:21.0,-,0,0,9,182,132,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/9/182/132?,200,15196,2,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.2; .NET4.0C; .NET4.0E; MS-RTC LM 8; .NET CLR 1.1.4322),-,3
2215,9/3/2013,40:21.0,-,0,0,9,180,128,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/9/180/128?,200,8401,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.2; .NET4.0C; .NET4.0E; MS-RTC LM 8; .NET CLR 1.1.4322),-,3
2216,9/3/2013,40:21.0,-,0,0,18,99705,69888,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/99705/69888.jpg,200,20353,0,-,0E2C352D291E043C382B212B31,-,3
2217,9/3/2013,40:21.0,-,0,0,14,6248,3899,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/14/6248/3899,200,13136,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
2218,9/3/2013,40:21.0,-,0,0,14,6246,3902,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/14/6246/3902,200,13274,1,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
2219,9/3/2013,40:21.0,-,0,0,19,196357,143021,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/196357/143021,200,8318,1,-,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2220,9/3/2013,40:21.0,-,0,0,19,196355,143022,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/196355/143022,200,14296,0,-,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2221,9/3/2013,40:21.0,-,0,0,7,51,19,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/7/51/19,200,2574,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",-,3
2222,9/3/2013,40:21.0,-,0,0,7,51,22,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/7/51/22,200,17885,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",-,3
2223,9/3/2013,40:21.0,-,0,0,7,51,23,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/7/51/23,200,16517,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",-,3
2224,9/3/2013,40:21.0,-,0,0,11,758,497,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/11/758/497,200,17223,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
2225,9/3/2013,40:21.0,-,0,0,16,27855,18179,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/27855/18179,200,30372,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3),-,3
2226,9/3/2013,40:21.0,-,0,0,18,79197,158188,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/79197/158188,200,2821,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
2227,9/3/2013,40:21.0,-,0,0,18,79198,158188,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/79198/158188,200,2821,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
2228,9/3/2013,40:21.0,-,0,0,18,79199,158188,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/79199/158188,200,2821,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
2229,9/3/2013,40:21.0,-,0,0,15,12317,9651,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12317/9651,200,5693,0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2230,9/3/2013,40:21.0,-,0,0,10,385,555,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/385/555,200,25734,1,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
2231,9/3/2013,40:21.0,-,0,0,10,383,556,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/383/556,200,67222,4,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
2232,9/3/2013,40:21.0,-,0,0,15,12317,9652,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12317/9652,200,27071,0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
2233,9/3/2013,40:21.0,-,0,0,10,385,556,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/385/556,200,24495,1,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
2234,9/3/2013,40:22.0,-,0,0,16,20718,39379,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/20718/39379,200,70817,160,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",-,3
2235,9/3/2013,40:24.0,-,0,0,16,23625,11287,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/23625/11287,200,27009,8,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; InfoPath.3; MS-RTC LM 8; .NET4.0E),-,3
2236,9/3/2013,40:24.0,-,0,0,16,23623,11288,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/23623/11288,200,25099,2,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; InfoPath.3; MS-RTC LM 8; .NET4.0E),-,3
2237,9/3/2013,40:22.0,-,0,0,6,30,16,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/6/30/16,200,5838,0,-,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2238,9/3/2013,40:22.0,-,0,0,4,5,7,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/4/5/7,200,12333,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
2239,9/3/2013,40:22.0,-,0,0,13,3135,2345,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3135/2345,200,29876,1,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; DI7SP2),-,3
2240,9/3/2013,40:22.0,-,0,0,13,3135,2342,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3135/2342,200,28184,0,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; DI7SP2),-,3
2241,9/3/2013,40:22.0,-,0,0,13,3135,2344,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3135/2344,200,28780,0,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; DI7SP2),-,3
2242,9/3/2013,40:22.0,-,0,0,13,3135,2343,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3135/2343,200,25872,0,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; DI7SP2),-,3
2243,9/3/2013,40:22.0,-,0,0,13,3135,2341,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3135/2341,200,29522,0,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; DI7SP2),-,3
2244,9/3/2013,40:22.0,-,0,0,16,24643,19292,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24643/19292,200,4174,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",-,3
2245,9/3/2013,40:22.0,-,0,0,16,24643,19293,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24643/19293,200,3754,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",-,3
2246,9/3/2013,40:22.0,-,0,0,16,24641,19292,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24641/19292,200,4257,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",-,3
2247,9/3/2013,40:22.0,-,0,0,16,24643,19294,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24643/19294,200,6611,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",-,3
2248,9/3/2013,40:22.0,-,0,0,16,24643,19295,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24643/19295,200,3885,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",-,3
2249,9/3/2013,40:22.0,-,0,0,16,24641,19295,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24641/19295,200,19715,1,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",-,3
2250,9/3/2013,40:22.0,-,0,0,16,24643,19296,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24643/19296,200,5763,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",-,3
