RequestID,Date,Time,IP,Protocol,Method,Scale,TileRow,TileColumn,URI,Status,Bytes,TimeTaken,Referer,UserAgent,Cookie,DateNumber
1,9/3/2013,40:42.0,-,0,0,8,90,64,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/8/90/64,200,8519,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
2,9/3/2013,40:42.0,-,0,0,8,92,65,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/8/92/65,200,11508,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
3,9/3/2013,40:42.0,-,0,0,8,90,67,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/8/90/67,200,7928,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
4,9/3/2013,40:42.0,-,0,0,8,92,70,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/8/92/70,200,9523,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
5,9/3/2013,40:42.0,-,0,0,8,92,68,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/8/92/68,200,9280,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
6,9/3/2013,40:42.0,-,0,0,18,99960,62412,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/99960/62412,200,25555,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
7,9/3/2013,40:42.0,-,0,0,16,24983,17377,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/24983/17377,200,20980,1,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
8,9/3/2013,40:42.0,-,0,0,18,99960,62415,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/99960/62415,200,22032,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
9,9/3/2013,40:42.0,-,0,0,11,823,350,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/11/823/350,200,2718,0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",-,3
10,9/3/2013,40:42.0,-,0,0,11,819,353,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/11/819/353,200,26580,1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",-,3
11,9/3/2013,40:42.0,-,0,0,11,819,352,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/11/819/352,200,25220,1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",-,3
12,9/3/2013,40:43.0,-,0,0,18,81687,214404,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/81687/214404,200,2821,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
13,9/3/2013,40:43.0,-,0,0,18,95439,54661,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/95439/54661,200,24331,2,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
14,9/3/2013,40:43.0,-,0,0,17,47721,27334,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/47721/27334,0,29224,102,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
15,9/3/2013,40:43.0,-,0,0,14,6269,4683,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/14/6269/4683,200,24694,1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
16,9/3/2013,40:43.0,-,0,0,18,97698,66706,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97698/66706.jpg,200,16119,0,-,0E2C352D291E043C382B212B31,-,3
17,9/3/2013,40:43.0,-,0,0,18,97698,66707,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97698/66707.jpg,200,17981,0,-,0E2C352D291E043C382B212B31,-,3
18,9/3/2013,40:43.0,-,0,0,15,12435,6826,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12435/6826,200,28425,0,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
19,9/3/2013,40:43.0,-,0,0,15,12435,6825,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12435/6825,200,24459,1,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
20,9/3/2013,40:43.0,-,0,0,15,12435,6827,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12435/6827,200,30633,1,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
21,9/3/2013,40:43.0,-,0,0,10,477,879,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/477/879,200,3232,1,-,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,-,3
22,9/3/2013,40:43.0,-,0,0,10,478,879,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/478/879,200,3258,0,-,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,-,3
23,9/3/2013,40:43.0,-,0,0,10,479,880,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/479/880,200,3278,0,-,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,-,3
24,9/3/2013,40:43.0,-,0,0,10,480,880,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/480/880,200,3215,0,-,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,-,3
25,9/3/2013,40:43.0,-,0,0,10,477,882,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/477/882,200,3282,0,-,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,-,3
26,9/3/2013,40:43.0,-,0,0,10,478,882,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/478/882,200,3277,1,-,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,-,3
27,9/3/2013,40:43.0,-,0,0,10,480,882,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/480/882,200,3273,0,-,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,-,3
28,9/3/2013,40:43.0,-,0,0,18,97601,42587,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97601/42587,200,23847,1,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
29,9/3/2013,40:43.0,-,0,0,18,97603,42586,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97603/42586,200,23225,1,-,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
30,9/3/2013,40:43.0,-,0,0,18,95440,54660,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/95440/54660,200,26811,12,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
31,9/3/2013,40:43.0,-,0,0,18,95441,54660,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/95441/54660,200,31495,304,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; Media Center PC 6.0; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; MS-RTC LM 8; .NET4.0E),-,3
32,9/3/2013,40:43.0,-,0,0,16,21485,40887,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/21485/40887,200,16017,1,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
33,9/3/2013,40:43.0,-,0,0,13,3066,2212,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3066/2212,200,19797,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),-,3
34,9/3/2013,40:43.0,-,0,0,13,3064,2213,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3064/2213,200,19385,1,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),-,3
35,9/3/2013,40:43.0,-,0,0,10,427,276,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/427/276,200,8714,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
36,9/3/2013,40:43.0,-,0,0,10,429,274,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/429/274,200,3287,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
37,9/3/2013,40:43.0,-,0,0,10,427,277,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/427/277,200,22518,1,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
38,9/3/2013,40:43.0,-,0,0,10,427,274,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/427/274,200,3276,1,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
39,9/3/2013,40:43.0,-,0,0,13,3064,2216,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3064/2216,200,24554,6,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),-,3
40,9/3/2013,40:43.0,-,0,0,13,3066,2216,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/13/3066/2216,200,19520,0,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),-,3
41,9/3/2013,40:43.0,-,0,0,10,429,278,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/10/429/278,200,20148,2,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
42,9/3/2013,40:39.0,-,0,0,7,49,74,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/7/49/74,200,22694,1,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-,3
43,9/3/2013,40:39.0,-,0,0,15,12323,9645,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12323/9645,200,3280,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
44,9/3/2013,40:39.0,-,0,0,15,12323,9650,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12323/9650,200,25750,1,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
45,9/3/2013,40:39.0,-,0,0,17,48797,21296,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/48797/21296,200,21854,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
46,9/3/2013,40:39.0,-,0,0,17,48799,21296,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/48799/21296,200,22672,2,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
47,9/3/2013,40:39.0,-,0,0,16,21480,40884,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/21480/40884,200,22693,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
48,9/3/2013,40:39.0,-,0,0,19,162580,326331,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/162580/326331,200,2821,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
49,9/3/2013,40:39.0,-,0,0,16,21479,40886,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/21479/40886,200,22638,1,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
50,9/3/2013,40:39.0,-,0,0,19,162578,326333,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/162578/326333,200,2821,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
51,9/3/2013,40:39.0,-,0,0,16,21481,40887,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/21481/40887,200,14781,0,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727),-,3
52,9/3/2013,40:39.0,-,0,0,19,162580,326334,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/162580/326334,200,2821,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
53,9/3/2013,40:39.0,-,0,0,19,162578,326335,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/162578/326335,200,2821,1,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
54,9/3/2013,40:39.0,-,0,0,16,20718,39385,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/16/20718/39385,200,56210,26,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",-,3
55,9/3/2013,40:39.0,-,0,0,14,6161,4817,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/14/6161/4817,200,17823,0,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
56,9/3/2013,40:39.0,-,0,0,18,103727,73708,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/103727/73708,200,16397,0,-,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
57,9/3/2013,40:39.0,-,0,0,18,103727,73709,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/103727/73709,200,16344,2,-,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0,-,3
58,9/3/2013,40:39.0,-,0,0,19,216004,119779,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216004/119779,200,15979,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
59,9/3/2013,40:39.0,-,0,0,19,216004,119782,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216004/119782,200,17579,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
60,9/3/2013,40:39.0,-,0,0,19,216004,119785,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216004/119785,200,16271,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
61,9/3/2013,40:39.0,-,0,0,17,51763,80145,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/51763/80145,200,31287,6,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:20.0) Gecko/20100101 Firefox/20.0,-,3
62,9/3/2013,40:39.0,-,0,0,17,51761,80145,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/51761/80145,200,27550,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:20.0) Gecko/20100101 Firefox/20.0,-,3
63,9/3/2013,40:39.0,-,0,0,18,97867,73744,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97867/73744,0,0,20,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),-,3
64,9/3/2013,40:39.0,-,0,0,18,97869,73745,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97869/73745,0,0,4,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),-,3
65,9/3/2013,40:39.0,-,0,0,18,97869,73735,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97869/73735,200,23086,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),-,3
66,9/3/2013,40:39.0,-,0,0,18,97867,73736,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97867/73736,200,21197,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),-,3
67,9/3/2013,40:39.0,-,0,0,6,24,11,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/6/24/11,200,23641,1,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
68,9/3/2013,40:39.0,-,0,0,18,97867,73734,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97867/73734,200,22771,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),-,3
69,9/3/2013,40:39.0,-,0,0,18,97867,73735,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97867/73735,200,22139,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),-,3
70,9/3/2013,40:39.0,-,0,0,18,97869,73736,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/97869/73736,200,22725,1,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),-,3
71,9/3/2013,40:39.0,-,0,0,17,49980,31203,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/49980/31203,200,21252,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
72,9/3/2013,40:39.0,-,0,0,17,49978,31203,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/49978/31203,200,19404,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
73,9/3/2013,40:39.0,-,0,0,17,49980,31207,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/49980/31207,200,21914,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
74,9/3/2013,40:39.0,-,0,0,17,49978,31207,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/17/49978/31207,200,13928,1,-,"Mozilla/5.0 (X11; CrOS x86_64 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",-,3
75,9/3/2013,40:39.0,-,0,0,19,216006,119779,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216006/119779,200,16838,1,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
76,9/3/2013,40:39.0,-,0,0,19,216006,119780,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216006/119780,200,16105,1,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
77,9/3/2013,40:39.0,-,0,0,19,216006,119783,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216006/119783,200,16138,1,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
78,9/3/2013,40:39.0,-,0,0,19,216004,119783,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216004/119783,200,16589,37,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
79,9/3/2013,40:39.0,-,0,0,19,216006,119786,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216006/119786,200,16596,0,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
80,9/3/2013,40:39.0,-,0,0,19,216004,119786,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/19/216004/119786,200,15919,1,-,"Mozilla/5.0 (X11; CrOS x86_64 4100.89.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36",-,3
81,9/3/2013,40:39.0,-,0,0,15,12321,9643,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12321/9643,200,14584,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
82,9/3/2013,40:39.0,-,0,0,15,12323,9643,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12323/9643,200,2256,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
83,9/3/2013,40:39.0,-,0,0,15,12323,9648,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12323/9648,200,28109,1,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
84,9/3/2013,40:39.0,-,0,0,15,12323,9647,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/15/12323/9647,200,15706,0,-,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",-,3
85,9/3/2013,40:39.0,-,0,0,14,6161,4821,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/14/6161/4821,200,5735,0,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
86,9/3/2013,40:39.0,-,0,0,14,6159,4824,/origin-services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/14/6159/4824,200,26380,2,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36",-,3
